Freq.	Vvf
8.46847000000000e+06	8.71438258887502e+00	2.52546567099104e+01
8.47848000000000e+06	8.69605868186440e+00	2.52593712779477e+01
8.48849000000000e+06	8.67775823859595e+00	2.52640886665521e+01
8.49850000000000e+06	8.65948120090754e+00	2.52688088392881e+01
8.50851000000000e+06	8.64122751084102e+00	2.52735317600088e+01
8.51852000000000e+06	8.62299711065434e+00	2.52782573928620e+01
8.52853000000000e+06	8.60478994280731e+00	2.52829857022384e+01
8.53854000000000e+06	8.58660594996679e+00	2.52877166528128e+01
8.54855000000000e+06	8.56844507501043e+00	2.52924502095261e+01
8.55856000000000e+06	8.55030726101553e+00	2.52971863376149e+01
8.56857000000000e+06	8.53219245126357e+00	2.53019250025545e+01
8.57858000000000e+06	8.51410058924072e+00	2.53066661700790e+01
8.58859000000000e+06	8.49603161863625e+00	2.53114098061870e+01
8.59860000000000e+06	8.47798548333636e+00	2.53161558771687e+01
8.60861000000000e+06	8.45996212743145e+00	2.53209043495360e+01
8.61862000000000e+06	8.44196149520830e+00	2.53256551900750e+01
8.62863000000000e+06	8.42398353115464e+00	2.53304083658306e+01
8.63864000000000e+06	8.40602817995453e+00	2.53351638440587e+01
8.64865000000000e+06	8.38809538648767e+00	2.53399215923567e+01
8.65866000000000e+06	8.37018509583240e+00	2.53446815784847e+01
8.66867000000000e+06	8.35229725325715e+00	2.53494437704732e+01
8.67868000000000e+06	8.33443180422890e+00	2.53542081366188e+01
8.68869000000000e+06	8.31658869440405e+00	2.53589746454365e+01
8.69870000000000e+06	8.29876786963707e+00	2.53637432657163e+01
8.70871000000000e+06	8.28096927596498e+00	2.53685139664438e+01
8.71872000000000e+06	8.26319285962397e+00	2.53732867168967e+01
8.72873000000000e+06	8.24543856703366e+00	2.53780614865378e+01
8.73874000000000e+06	8.22770634480624e+00	2.53828382451038e+01
8.74875000000000e+06	8.20999613974026e+00	2.53876169625405e+01
8.75876000000000e+06	8.19230789882227e+00	2.53923976090472e+01
8.76877000000000e+06	8.17464156922336e+00	2.53971801550283e+01
8.77878000000000e+06	8.15699709830243e+00	2.54019645711247e+01
8.78879000000000e+06	8.13937443360332e+00	2.54067508282319e+01
8.79880000000000e+06	8.12177352284873e+00	2.54115388974401e+01
8.80881000000000e+06	8.10419431395118e+00	2.54163287500614e+01
8.81882000000000e+06	8.08663675500176e+00	2.54211203576521e+01
8.82883000000000e+06	8.06910079427290e+00	2.54259136919547e+01
8.83884000000000e+06	8.05158638021967e+00	2.54307087249949e+01
8.84885000000000e+06	8.03409346147320e+00	2.54355054289236e+01
8.85886000000000e+06	8.01662198684760e+00	2.54403037761986e+01
8.86887000000000e+06	7.99917190533319e+00	2.54451037394393e+01
8.87888000000000e+06	7.98174316609905e+00	2.54499052914678e+01
8.88889000000000e+06	7.96433571848915e+00	2.54547084053571e+01
8.89890000000000e+06	7.94694951202518e+00	2.54595130543781e+01
8.90891000000000e+06	7.92958449640264e+00	2.54643192119895e+01
8.91892000000000e+06	7.91224062149226e+00	2.54691268518696e+01
8.92893000000000e+06	7.89491783733723e+00	2.54739359479252e+01
8.93894000000000e+06	7.87761609415502e+00	2.54787464742060e+01
8.94895000000000e+06	7.86033534233328e+00	2.54835584050462e+01
8.95896000000000e+06	7.84307553243393e+00	2.54883717149001e+01
8.96897000000000e+06	7.82583661518700e+00	2.54931863784703e+01
8.97898000000000e+06	7.80861854149208e+00	2.54980023706404e+01
8.98899000000000e+06	7.79142126242023e+00	2.55028196665016e+01
8.99900000000000e+06	7.77424472921009e+00	2.55076382413164e+01
9.00901000000000e+06	7.75708889326538e+00	2.55124580705805e+01
9.01902000000000e+06	7.73995370616044e+00	2.55172791299673e+01
9.02903000000000e+06	7.72283911963236e+00	2.55221013952986e+01
9.03904000000000e+06	7.70574508558644e+00	2.55269248426258e+01
9.04905000000000e+06	7.68867155609191e+00	2.55317494481898e+01
9.05906000000000e+06	7.67161848338078e+00	2.55365751884056e+01
9.06907000000000e+06	7.65458581985080e+00	2.55414020398976e+01
9.07908000000000e+06	7.63757351805931e+00	2.55462299794139e+01
9.08909000000000e+06	7.62058153072873e+00	2.55510589839803e+01
9.09910000000000e+06	7.60360981074007e+00	2.55558890306799e+01
9.10911000000000e+06	7.58665831113663e+00	2.55607200969195e+01
9.11912000000000e+06	7.56972698512011e+00	2.55655521601523e+01
9.12913000000000e+06	7.55281578605041e+00	2.55703851980993e+01
9.13914000000000e+06	7.53592466745116e+00	2.55752191886109e+01
9.14915000000000e+06	7.51905358299774e+00	2.55800541097103e+01
9.15916000000000e+06	7.50220248652555e+00	2.55848899396669e+01
9.16917000000000e+06	7.48537133202630e+00	2.55897266568046e+01
9.17918000000000e+06	7.46856007364596e+00	2.55945642397155e+01
9.18919000000000e+06	7.45176866568758e+00	2.55994026671114e+01
9.19920000000000e+06	7.43499706260696e+00	2.56042419178874e+01
9.20921000000000e+06	7.41824521901256e+00	2.56090819711039e+01
9.21922000000000e+06	7.40151308967251e+00	2.56139228060126e+01
9.22923000000000e+06	7.38480062949938e+00	2.56187644019818e+01
9.23924000000000e+06	7.36810779356032e+00	2.56236067385560e+01
9.24925000000000e+06	7.35143453707587e+00	2.56284497954876e+01
9.25926000000000e+06	7.33478081541338e+00	2.56332935526508e+01
9.26927000000000e+06	7.31814658409438e+00	2.56381379900739e+01
9.27928000000000e+06	7.30153179878458e+00	2.56429830879614e+01
9.28929000000000e+06	7.28493641530256e+00	2.56478288266622e+01
9.29930000000000e+06	7.26836038961302e+00	2.56526751866983e+01
9.30931000000000e+06	7.25180367782769e+00	2.56575221487587e+01
9.31932000000000e+06	7.23526623620673e+00	2.56623696936567e+01
9.32933000000000e+06	7.21874802115321e+00	2.56672178023517e+01
9.33934000000000e+06	7.20224898921948e+00	2.56720664559938e+01
9.34935000000000e+06	7.18576909710008e+00	2.56769156358472e+01
9.35936000000000e+06	7.16930830163523e+00	2.56817653233663e+01
9.36937000000000e+06	7.15286655980742e+00	2.56866155001172e+01
9.37938000000000e+06	7.13644382874317e+00	2.56914661478297e+01
9.38939000000000e+06	7.12004006571189e+00	2.56963172483793e+01
9.39940000000000e+06	7.10365522812322e+00	2.57011687837808e+01
9.40941000000000e+06	7.08728927352930e+00	2.57060207362184e+01
9.41942000000000e+06	7.07094215962352e+00	2.57108730879699e+01
9.42943000000000e+06	7.05461384423686e+00	2.57157258215213e+01
9.43944000000000e+06	7.03830428534284e+00	2.57205789194440e+01
9.44945000000000e+06	7.02201344105095e+00	2.57254323644686e+01
9.45946000000000e+06	7.00574126961057e+00	2.57302861394926e+01
9.46947000000000e+06	6.98948772940972e+00	2.57351402274850e+01
9.47948000000000e+06	6.97325277897111e+00	2.57399946116386e+01
9.48949000000000e+06	6.95703637695615e+00	2.57448492751977e+01
9.49950000000000e+06	6.94083848216107e+00	2.57497042016247e+01
9.50951000000000e+06	6.92465905351814e+00	2.57545593744333e+01
9.51952000000000e+06	6.90849805009417e+00	2.57594147773287e+01
9.52953000000000e+06	6.89235543109040e+00	2.57642703941529e+01
9.53954000000000e+06	6.87623115584141e+00	2.57691262088268e+01
9.54955000000000e+06	6.86012518381693e+00	2.57739822054499e+01
9.55956000000000e+06	6.84403747461513e+00	2.57788383682174e+01
9.56957000000000e+06	6.82796798797103e+00	2.57836946814806e+01
9.57958000000000e+06	6.81191668374967e+00	2.57885511297073e+01
9.58959000000000e+06	6.79588352194426e+00	2.57934076975017e+01
9.59960000000000e+06	6.77986846268153e+00	2.57982643695791e+01
9.60961000000000e+06	6.76387146621832e+00	2.58031211307698e+01
9.61962000000000e+06	6.74789249293834e+00	2.58079779660496e+01
9.62963000000000e+06	6.73193150335585e+00	2.58128348605130e+01
9.63964000000000e+06	6.71598845811507e+00	2.58176917994062e+01
9.64965000000000e+06	6.70006331798435e+00	2.58225487680038e+01
9.65966000000000e+06	6.68415604386022e+00	2.58274057518070e+01
9.66967000000000e+06	6.66826659676960e+00	2.58322627363762e+01
9.67968000000000e+06	6.65239493786071e+00	2.58371197074119e+01
9.68969000000000e+06	6.63654102841108e+00	2.58419766507123e+01
9.69970000000000e+06	6.62070482982010e+00	2.58468335522159e+01
9.70971000000000e+06	6.60488630361518e+00	2.58516903979705e+01
9.71972000000000e+06	6.58908541144611e+00	2.58565471741442e+01
9.72973000000000e+06	6.57330211508631e+00	2.58614038669778e+01
9.73974000000000e+06	6.55753637643284e+00	2.58662604628938e+01
9.74975000000000e+06	6.54178815750407e+00	2.58711169483634e+01
9.75976000000000e+06	6.52605742044375e+00	2.58759733100247e+01
9.76977000000000e+06	6.51034412751285e+00	2.58808295345898e+01
9.77978000000000e+06	6.49464824109727e+00	2.58856856088827e+01
9.78979000000000e+06	6.47896972370068e+00	2.58905415198409e+01
9.79980000000000e+06	6.46330853794965e+00	2.58953972545458e+01
9.80981000000000e+06	6.44766464658852e+00	2.59002528001369e+01
9.81982000000000e+06	6.43203801248186e+00	2.59051081438740e+01
9.82983000000000e+06	6.41642859861086e+00	2.59099632731133e+01
9.83984000000000e+06	6.40083636807735e+00	2.59148181753694e+01
9.84985000000000e+06	6.38526128409942e+00	2.59196728382029e+01
9.85986000000000e+06	6.36970331001460e+00	2.59245272492982e+01
9.86987000000000e+06	6.35416240927357e+00	2.59293813964500e+01
9.87988000000000e+06	6.33863854544612e+00	2.59342352675426e+01
9.88989000000000e+06	6.32313168221746e+00	2.59390888505416e+01
9.89990000000000e+06	6.30764178338653e+00	2.59439421335942e+01
9.90991000000000e+06	6.29216881286974e+00	2.59487951048509e+01
9.91992000000000e+06	6.27671273469579e+00	2.59536477526194e+01
9.92993000000000e+06	6.26127351300814e+00	2.59585000652830e+01
9.93994000000000e+06	6.24585111206442e+00	2.59633520313233e+01
9.94995000000000e+06	6.23044549623427e+00	2.59682036393381e+01
9.95996000000000e+06	6.21505662999981e+00	2.59730548779870e+01
9.96997000000000e+06	6.19968447795660e+00	2.59779057360633e+01
9.97998000000000e+06	6.18432900481034e+00	2.59827562024427e+01
9.98999000000000e+06	6.16899017537918e+00	2.59876062660828e+01
1.00000000000000e+07	6.15366795459234e+00	2.59924559160455e+01
