Freq.	Vvf)
8.46847000000000e+06	7.59940336455966e+00	2.05854077470639e+01
8.47848000000000e+06	7.58057432587646e+00	2.05773247834419e+01
8.48849000000000e+06	7.56176745087521e+00	2.05692585519958e+01
8.49850000000000e+06	7.54298268588689e+00	2.05612089896481e+01
8.50851000000000e+06	7.52421997743204e+00	2.05531760336789e+01
8.51852000000000e+06	7.50547927222264e+00	2.05451596217855e+01
8.52853000000000e+06	7.48676051715935e+00	2.05371596919961e+01
8.53854000000000e+06	7.46806365933026e+00	2.05291761826814e+01
8.54855000000000e+06	7.44938864601412e+00	2.05212090326201e+01
8.55856000000000e+06	7.43073542467397e+00	2.05132581809352e+01
8.56857000000000e+06	7.41210394295962e+00	2.05053235670843e+01
8.57858000000000e+06	7.39349414870714e+00	2.04974051308729e+01
8.58859000000000e+06	7.37490598993651e+00	2.04895028125207e+01
8.59860000000000e+06	7.35633941485053e+00	2.04816165525098e+01
8.60861000000000e+06	7.33779437183614e+00	2.04737462917321e+01
8.61862000000000e+06	7.31927080946113e+00	2.04658919713962e+01
8.62863000000000e+06	7.30076867647546e+00	2.04580535330602e+01
8.63864000000000e+06	7.28228792180921e+00	2.04502309186143e+01
8.64865000000000e+06	7.26382849457162e+00	2.04424240703047e+01
8.65866000000000e+06	7.24539034405062e+00	2.04346329306743e+01
8.66867000000000e+06	7.22697341971454e+00	2.04268574426390e+01
8.67868000000000e+06	7.20857767120517e+00	2.04190975494126e+01
8.68869000000000e+06	7.19020304834349e+00	2.04113531945781e+01
8.69870000000000e+06	7.17184950112470e+00	2.04036243219913e+01
8.70871000000000e+06	7.15351697971984e+00	2.03959108758829e+01
8.71872000000000e+06	7.13520543447522e+00	2.03882128007773e+01
8.72873000000000e+06	7.11691481590693e+00	2.03805300414971e+01
8.73874000000000e+06	7.09864507470753e+00	2.03728625432315e+01
8.74875000000000e+06	7.08039616173938e+00	2.03652102514460e+01
8.75876000000000e+06	7.06216802803673e+00	2.03575731119395e+01
8.76877000000000e+06	7.04396062480332e+00	2.03499510708274e+01
8.77878000000000e+06	7.02577390341304e+00	2.03423440745044e+01
8.78879000000000e+06	7.00760781541024e+00	2.03347520696823e+01
8.79880000000000e+06	6.98946231250435e+00	2.03271750034048e+01
8.80881000000000e+06	6.97133734657488e+00	2.03196128229845e+01
8.81882000000000e+06	6.95323286966614e+00	2.03120654760552e+01
8.82883000000000e+06	6.93514883398967e+00	2.03045329105314e+01
8.83884000000000e+06	6.91708519192212e+00	2.02970150746438e+01
8.84885000000000e+06	6.89904189600389e+00	2.02895119168923e+01
8.85886000000000e+06	6.88101889894034e+00	2.02820233861039e+01
8.86887000000000e+06	6.86301615359852e+00	2.02745494313834e+01
8.87888000000000e+06	6.84503361300879e+00	2.02670900020885e+01
8.88889000000000e+06	6.82707123036407e+00	2.02596450479122e+01
8.89890000000000e+06	6.80912895901602e+00	2.02522145187954e+01
8.90891000000000e+06	6.79120675247836e+00	2.02447983650086e+01
8.91892000000000e+06	6.77330456442378e+00	2.02373965370460e+01
8.92893000000000e+06	6.75542234868472e+00	2.02300089857233e+01
8.93894000000000e+06	6.73756005924978e+00	2.02226356621359e+01
8.94895000000000e+06	6.71971765026781e+00	2.02152765175938e+01
8.95896000000000e+06	6.70189507604251e+00	2.02079315037671e+01
8.96897000000000e+06	6.68409229103411e+00	2.02006005725282e+01
8.97898000000000e+06	6.66630924985983e+00	2.01932836760614e+01
8.98899000000000e+06	6.64854590728964e+00	2.01859807667821e+01
8.99900000000000e+06	6.63080221824850e+00	2.01786917974367e+01
9.00901000000000e+06	6.61307813781593e+00	2.01714167209461e+01
9.01902000000000e+06	6.59537362122293e+00	2.01641554905752e+01
9.02903000000000e+06	6.57768862385385e+00	2.01569080597954e+01
9.03904000000000e+06	6.56002310124302e+00	2.01496743823613e+01
9.04905000000000e+06	6.54237700907742e+00	2.01424544123041e+01
9.05906000000000e+06	6.52475030319317e+00	2.01352481038503e+01
9.06907000000000e+06	6.50714293957656e+00	2.01280554115571e+01
9.07908000000000e+06	6.48955487436189e+00	2.01208762901703e+01
9.08909000000000e+06	6.47198606383386e+00	2.01137106947264e+01
9.09910000000000e+06	6.45443646442284e+00	2.01065585804842e+01
9.10911000000000e+06	6.43690603270702e+00	2.00994199029736e+01
9.11912000000000e+06	6.41939472541220e+00	2.00922946179588e+01
9.12913000000000e+06	6.40190249940707e+00	2.00851826814474e+01
9.13914000000000e+06	6.38442931170865e+00	2.00780840496953e+01
9.14915000000000e+06	6.36697511947780e+00	2.00709986791803e+01
9.15916000000000e+06	6.34953988001738e+00	2.00639265266554e+01
9.16917000000000e+06	6.33212355077624e+00	2.00568675490808e+01
9.17918000000000e+06	6.31472608934409e+00	2.00498217036450e+01
9.18919000000000e+06	6.29734745345398e+00	2.00427889478297e+01
9.19920000000000e+06	6.27998760098058e+00	2.00357692392820e+01
9.20921000000000e+06	6.26264648993741e+00	2.00287625358992e+01
9.21922000000000e+06	6.24532407848238e+00	2.00217687958482e+01
9.22923000000000e+06	6.22802032490916e+00	2.00147879774622e+01
9.23924000000000e+06	6.21073518765355e+00	2.00078200393634e+01
9.24925000000000e+06	6.19346862528774e+00	2.00008649403363e+01
9.25926000000000e+06	6.17622059652276e+00	1.99939226394576e+01
9.26927000000000e+06	6.15899106020768e+00	1.99869930959740e+01
9.27928000000000e+06	6.14177997532716e+00	1.99800762693454e+01
9.28929000000000e+06	6.12458730100385e+00	1.99731721193138e+01
9.29930000000000e+06	6.10741299649467e+00	1.99662806057953e+01
9.30931000000000e+06	6.09025702119241e+00	1.99594016889196e+01
9.31932000000000e+06	6.07311933462411e+00	1.99525353290502e+01
9.32933000000000e+06	6.05599989645019e+00	1.99456814867511e+01
9.33934000000000e+06	6.03889866646685e+00	1.99388401228014e+01
9.34935000000000e+06	6.02181560460046e+00	1.99320111982192e+01
9.35936000000000e+06	6.00475067091092e+00	1.99251946741682e+01
9.36937000000000e+06	5.98770382558946e+00	1.99183905120755e+01
9.37938000000000e+06	5.97067502895958e+00	1.99115986735906e+01
9.38939000000000e+06	5.95366424147439e+00	1.99048191204800e+01
9.39940000000000e+06	5.93667142371795e+00	1.98980518148137e+01
9.40941000000000e+06	5.91969653640292e+00	1.98912967188191e+01
9.41942000000000e+06	5.90273954037191e+00	1.98845537949203e+01
9.42943000000000e+06	5.88580039659540e+00	1.98778230057543e+01
9.43944000000000e+06	5.86887906617237e+00	1.98711043141343e+01
9.44945000000000e+06	5.85197551032987e+00	1.98643976831348e+01
9.45946000000000e+06	5.83508969041848e+00	1.98577030759393e+01
9.46947000000000e+06	5.81822156792077e+00	1.98510204559862e+01
9.47948000000000e+06	5.80137110444054e+00	1.98443497868978e+01
9.48949000000000e+06	5.78453826170920e+00	1.98376910324711e+01
9.49950000000000e+06	5.76772300158165e+00	1.98310441567199e+01
9.50951000000000e+06	5.75092528603865e+00	1.98244091238273e+01
9.51952000000000e+06	5.73414507718303e+00	1.98177858981606e+01
9.52953000000000e+06	5.71738233724204e+00	1.98111744443025e+01
9.53954000000000e+06	5.70063702856584e+00	1.98045747269876e+01
9.54955000000000e+06	5.68390911362627e+00	1.97979867111779e+01
9.55956000000000e+06	5.66719855501755e+00	1.97914103619783e+01
9.56957000000000e+06	5.65050531545360e+00	1.97848456447096e+01
9.57958000000000e+06	5.63382935777159e+00	1.97782925248453e+01
9.58959000000000e+06	5.61717064492708e+00	1.97717509680490e+01
9.59960000000000e+06	5.60052913999598e+00	1.97652209401763e+01
9.60961000000000e+06	5.58390480617321e+00	1.97587024072562e+01
9.61962000000000e+06	5.56729760677289e+00	1.97521953354685e+01
9.62963000000000e+06	5.55070750522785e+00	1.97456996912147e+01
9.63964000000000e+06	5.53413446508768e+00	1.97392154410309e+01
9.64965000000000e+06	5.51757845001987e+00	1.97327425516509e+01
9.65966000000000e+06	5.50103942380929e+00	1.97262809899757e+01
9.66967000000000e+06	5.48451735035603e+00	1.97198307230624e+01
9.67968000000000e+06	5.46801219367672e+00	1.97133917181609e+01
9.68969000000000e+06	5.45152391790367e+00	1.97069639426773e+01
9.69970000000000e+06	5.43505248728348e+00	1.97005473641794e+01
9.70971000000000e+06	5.41859786617889e+00	1.96941419504248e+01
9.71972000000000e+06	5.40216001906369e+00	1.96877476693092e+01
9.72973000000000e+06	5.38573891052777e+00	1.96813644889194e+01
9.73974000000000e+06	5.36933450527359e+00	1.96749923774870e+01
9.74975000000000e+06	5.35294676811593e+00	1.96686313034002e+01
9.75976000000000e+06	5.33657566398142e+00	1.96622812352450e+01
9.76977000000000e+06	5.32022115790936e+00	1.96559421417230e+01
9.77978000000000e+06	5.30388321504961e+00	1.96496139917305e+01
9.78979000000000e+06	5.28756180066202e+00	1.96432967542831e+01
9.79980000000000e+06	5.27125688011921e+00	1.96369903986138e+01
9.80981000000000e+06	5.25496841890167e+00	1.96306948940529e+01
9.81982000000000e+06	5.23869638260055e+00	1.96244102101261e+01
9.82983000000000e+06	5.22244073691428e+00	1.96181363164707e+01
9.83984000000000e+06	5.20620144765246e+00	1.96118731829270e+01
9.84985000000000e+06	5.18997848073108e+00	1.96056207794691e+01
9.85986000000000e+06	5.17377180217379e+00	1.95993790762007e+01
9.86987000000000e+06	5.15758137811262e+00	1.95931480434018e+01
9.87988000000000e+06	5.14140717478634e+00	1.95869276514976e+01
9.88989000000000e+06	5.12524915853906e+00	1.95807178710536e+01
9.89990000000000e+06	5.10910729582005e+00	1.95745186727786e+01
9.90991000000000e+06	5.09298155318850e+00	1.95683300275643e+01
9.91992000000000e+06	5.07687189730391e+00	1.95621519063969e+01
9.92993000000000e+06	5.06077829493307e+00	1.95559842804348e+01
9.93994000000000e+06	5.04470071294635e+00	1.95498271209779e+01
9.94995000000000e+06	5.02863911831830e+00	1.95436803994666e+01
9.95996000000000e+06	5.01259347812632e+00	1.95375440874813e+01
9.96997000000000e+06	4.99656375955204e+00	1.95314181567600e+01
9.97998000000000e+06	4.98054992987832e+00	1.95253025791544e+01
9.98999000000000e+06	4.96455195649156e+00	1.95191973266904e+01
1.00000000000000e+07	4.94856980687896e+00	1.95131023714874e+01
